latitude	longitude	store_name	code	location	imei
40.53123	17.58522	Francavilla Fontana	IT	Europe/Rome	3590433799317662238
55.38752	36.73307	Naro-Fominsk	RU	Europe/Moscow	3590433799317661537
38.96667	-0.18333	Gandia	ES	Europe/Madrid	863033069630348537
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	3590433799317661743
8.43333	99.96667	Nakhon Si Thammarat	TH	Asia/Bangkok	359043379931766791
41.9001	-71.08977	Taunton	US	America/New_York	863033069630348859
-11.78333	19.91667	Luena	AO	Africa/Luanda	863033069630348008
55.38752	36.73307	Naro-Fominsk	RU	Europe/Moscow	3590433799317661313
14.62578	121.12251	Antipolo	PH	Asia/Manila	3590433799317661461
51.65333	5.2875	Vught	NL	Europe/Amsterdam	863033069630348727
45.69558	4.7934	Saint-Genis-Laval	FR	Europe/Paris	3590433799317661974
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	3590433799317662410
26.2173	-80.22588	North Lauderdale	US	America/New_York	8630330696303481867
52.21099	7.02238	Gronau	DE	Europe/Berlin	8630330696303481487
18.51957	73.85535	Pune	IN	Asia/Kolkata	359043379931766247
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	863033069630348115
38.40917	112.73333	Xinzhou	CN	Asia/Shanghai	863033069630348735
41.8542	-87.66561	Lower West Side	US	America/Chicago	3590433799317661891
43.67681	4.63031	Arles	FR	Europe/Paris	8630330696303481024
47.38093	-122.23484	Kent	US	America/Los_Angeles	3590433799317661396
40.70995	0.57856	Amposta	ES	Europe/Madrid	8630330696303481347
6.8485	3.64633	Shagamu	NG	Africa/Lagos	3590433799317662329
14.66	120.56528	Pilar	PH	Asia/Manila	8630330696303481628
14.37395	100.48528	Bang Ban	TH	Asia/Bangkok	863033069630348735
6.15038	6.83042	Nkpor	NG	Africa/Lagos	8630330696303481719
35.61452	-88.81395	Jackson	US	America/Chicago	359043379931766478
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	359043379931766957
37.60876	-77.37331	Mechanicsville	US	America/New_York	359043379931766262
2.41669	30.98551	Paidha	UG	Africa/Kampala	3590433799317661339
39.59611	27.02444	Edremit	TR	Europe/Istanbul	863033069630348826
-31.4488	-60.93173	Esperanza	AR	America/Argentina/Cordoba	863033069630348552
26.91756	-82.07842	Punta Gorda Isles	US	America/New_York	8630330696303481966
-21.41222	-42.19667	Miracema	BR	America/Sao_Paulo	359043379931766353
41.16704	-73.20483	Bridgeport	US	America/New_York	8630330696303481370
44.73941	-93.12577	Rosemount	US	America/Chicago	359043379931766486
-12.91667	-39.25	Muritiba	BR	America/Bahia	3590433799317662204
32.5007	-94.74049	Longview	US	America/Chicago	8630330696303481750
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	863033069630348446
35.05266	-78.87836	Fayetteville	US	America/New_York	359043379931766692
-22.57306	-47.1725	Artur Nogueira	BR	America/Sao_Paulo	3590433799317661057
24.05979	77.40858	Leteri	IN	Asia/Kolkata	359043379931766189
40.78206	72.34424	Andijon	UZ	Asia/Tashkent	359043379931766155
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	863033069630348339
37.31309	40.74357	Mardin	TR	Europe/Istanbul	359043379931766338
36.20829	-115.98391	Pahrump	US	America/Los_Angeles	8630330696303481990
23.49668	86.68363	Adra	IN	Asia/Kolkata	8630330696303482402
37.49223	15.07041	Catania	IT	Europe/Rome	359043379931766866
40.56754	-89.64066	Pekin	US	America/Chicago	3590433799317662360
33.93113	-117.54866	Norco	US	America/Los_Angeles	3590433799317661511
35.815	139.6853	Shimotoda	JP	Asia/Tokyo	359043379931766304
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	359043379931766064
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	3590433799317661685
34.25807	-88.70464	Tupelo	US	America/Chicago	8630330696303482345
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	863033069630348685
-0.71667	-48.52333	Soure	BR	America/Belem	359043379931766569
32.44874	-99.73314	Abilene	US	America/Chicago	863033069630348222
56.11281	69.49015	Ishim	RU	Asia/Yekaterinburg	3590433799317662378
41.63976	2.35739	Cardedeu	ES	Europe/Madrid	3590433799317662162
-8.73508	24.99798	Kamina	CD	Africa/Lubumbashi	359043379931766981
25.95533	68.88871	Jhol	PK	Asia/Karachi	359043379931766635
38.38479	-0.76773	Novelda	ES	Europe/Madrid	863033069630348420
26.67319	31.4976	Juhaynah	EG	Africa/Cairo	359043379931766296
43.61062	-72.97261	Rutland	US	America/New_York	863033069630348818
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	863033069630348222
-25.54073	152.70493	Maryborough	AU	Australia/Brisbane	8630330696303481214
23.02677	113.13148	Foshan	CN	Asia/Shanghai	3590433799317661057
40.53123	17.58522	Francavilla Fontana	IT	Europe/Rome	359043379931766346
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	359043379931766445
14.62072	74.83554	Sirsi	IN	Asia/Kolkata	3590433799317662253
52.86147	9.5926	Walsrode	DE	Europe/Berlin	8630330696303481594
34.15429	3.50309	Messaad	DZ	Africa/Algiers	3590433799317661248
53.5942	25.8191	Novogrudok	BY	Europe/Minsk	3590433799317662345
45.9836	12.70038	Cordenons	IT	Europe/Rome	8630330696303482121
34.15429	3.50309	Messaad	DZ	Africa/Algiers	8630330696303482238
-44.39672	171.25364	Timaru	NZ	Pacific/Auckland	863033069630348461
31.84568	-102.36764	Odessa	US	America/Chicago	3590433799317662428
-7.76667	35.7	Iringa	TZ	Africa/Dar_es_Salaam	359043379931766825
29.84576	-90.10674	Estelle	US	America/Chicago	3590433799317661370
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	8630330696303481834
51.65	-0.2	Barnet	GB	Europe/London	8630330696303482279
39.33427	-76.43941	Middle River	US	America/New_York	359043379931766767
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	3590433799317661826
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	863033069630348834
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	359043379931766577
8.88988	-79.62603	Veracruz	PA	America/Panama	3590433799317661669
26.9423	68.11759	Tharu Shah	PK	Asia/Karachi	3590433799317661446
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	359043379931766338
52.59319	13.32127	Wittenau	DE	Europe/Berlin	359043379931766635
49.28669	1.00288	Elbeuf	FR	Europe/Paris	863033069630348768
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	3590433799317661412
48.52961	12.16179	Landshut	DE	Europe/Berlin	3590433799317661719
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	3590433799317661420
52.4581	13.28702	Dahlem	DE	Europe/Berlin	3590433799317661974
51.64316	-0.36053	Bushey	GB	Europe/London	3590433799317662246
25.87972	-97.50417	Heroica Matamoros	MX	America/Matamoros	863033069630348966
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	8630330696303481487
53.94313	10.30215	Bad Segeberg	DE	Europe/Berlin	863033069630348297
39.72943	-104.83192	Aurora	US	America/Denver	359043379931766155
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	863033069630348024
-8.28333	-35.03333	Cabo	BR	America/Recife	359043379931766734
8.88988	-79.62603	Veracruz	PA	America/Panama	863033069630348271
36.46917	10.78222	Beni Khiar	TN	Africa/Tunis	8630330696303482105
53.94313	10.30215	Bad Segeberg	DE	Europe/Berlin	8630330696303481859
42.28639	18.84	Budva	ME	Europe/Podgorica	8630330696303482402
36.06386	4.62744	El Achir	DZ	Africa/Algiers	863033069630348800
33.78333	114.51667	Wacheng	CN	Asia/Shanghai	8630330696303481552
24.41288	76.56719	Aklera	IN	Asia/Kolkata	8630330696303481727
45.51667	4.86667	Vienne	FR	Europe/Paris	3590433799317662477
40.87329	14.43865	Somma Vesuviana	IT	Europe/Rome	863033069630348735
36.76639	3.47717	Boumerdas	DZ	Africa/Algiers	3590433799317661370
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	8630330696303482303
45.47885	133.42825	Lesozavodsk	RU	Asia/Vladivostok	359043379931766684
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	3590433799317661586
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	3590433799317661172
10.58806	77.24779	Udumalaippettai	IN	Asia/Kolkata	3590433799317661636
43.35071	46.10925	Gudermes	RU	Europe/Moscow	8630330696303481727
40.58654	-122.39168	Redding	US	America/Los_Angeles	8630330696303481834
-8.66667	-35.71667	Catende	BR	America/Recife	3590433799317661156
56.11281	69.49015	Ishim	RU	Asia/Yekaterinburg	863033069630348495
38.58894	-89.99038	Fairview Heights	US	America/Chicago	3590433799317661859
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	359043379931766676
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	359043379931766726
41.75338	-86.11084	Granger	US	America/Indiana/Indianapolis	8630330696303482170
-29.2975	-51.50361	Carlos Barbosa	BR	America/Sao_Paulo	359043379931766023
50.09019	8.4493	Hofheim am Taunus	DE	Europe/Berlin	3590433799317661966
50.71229	4.52529	Rixensart	BE	Europe/Brussels	863033069630348982
43.62558	13.39954	Falconara Marittima	IT	Europe/Rome	8630330696303481917
41.84364	-87.71255	South Lawndale	US	America/Chicago	863033069630348354
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	8630330696303481560
50.598427	13.610242	Litvínov	CZ	Europe/Prague	3590433799317662097
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	3590433799317662311
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	3590433799317662089
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	359043379931766536
48.8222	2.12213	Le Chesnay	FR	Europe/Paris	3590433799317662071
36.75965	137.36215	Namerikawa	JP	Asia/Tokyo	8630330696303481099
12.74409	-8.07257	Kati	ML	Africa/Bamako	8630330696303481230
-20.87306	-48.29694	Viradouro	BR	America/Sao_Paulo	3590433799317662048
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	8630330696303481735
25.6439	77.9129	Narwar	IN	Asia/Kolkata	3590433799317661081
41.50343	-74.01042	Newburgh	US	America/New_York	8630330696303482436
7.62789	4.74161	Ilesa	NG	Africa/Lagos	3590433799317661933
36.06386	4.62744	El Achir	DZ	Africa/Algiers	863033069630348784
48.25	16.4	Floridsdorf	AT	Europe/Vienna	863033069630348032
30.21121	74.4818	Malaut	IN	Asia/Kolkata	8630330696303481123
42.22718	14.39024	Lanciano	IT	Europe/Rome	3590433799317661081
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	8630330696303481255
53.69786	-2.68758	Leyland	GB	Europe/London	3590433799317661297
27.34089	117.4831	Shaowu	CN	Asia/Shanghai	3590433799317661834
55.8736	85.4265	Yashkino	RU	Asia/Novokuznetsk	863033069630348347
40.42386	-3.53261	San Fernando de Henares	ES	Europe/Madrid	3590433799317661727
48.52961	12.16179	Landshut	DE	Europe/Berlin	3590433799317661750
24.96334	10.18003	Ghat	LY	Africa/Tripoli	863033069630348701
14.67751	-60.94228	Le Robert	MQ	America/Martinique	3590433799317661875
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	863033069630348966
42.35843	-71.05977	Boston	US	America/New_York	3590433799317661123
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	8630330696303481362
-14.66463	-52.35558	Nova Xavantina	BR	America/Cuiaba	8630330696303481867
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	863033069630348974
44.92801	4.8951	Valence	FR	Europe/Paris	3590433799317661156
33.41012	-91.06177	Greenville	US	America/Chicago	863033069630348222
4.96667	10.7	Tonga	CM	Africa/Douala	3590433799317661065
33.44872	-86.78777	Vestavia Hills	US	America/Chicago	8630330696303481529
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	3590433799317661446
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	863033069630348339
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	3590433799317661784
48.78232	9.17702	Stuttgart	DE	Europe/Berlin	3590433799317662105
-1.26424	104.09701	Simpang	ID	Asia/Jakarta	863033069630348909
40.65995	-111.99633	Kearns	US	America/Denver	8630330696303481719
34.81667	137.4	Toyokawa	JP	Asia/Tokyo	8630330696303482097
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	3590433799317662311
24.41288	76.56719	Aklera	IN	Asia/Kolkata	359043379931766551
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	8630330696303482378
14.8361	120.97844	Guyong	PH	Asia/Manila	3590433799317661461
54.84444	38.16694	Kashira	RU	Europe/Moscow	8630330696303482329
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	359043379931766940
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	359043379931766734
33.98154	-81.23621	Lexington	US	America/New_York	3590433799317662204
-33.59217	-70.6996	San Bernardo	CL	America/Santiago	863033069630348198
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	359043379931766023
40.67705	-73.89125	Cypress Hills	US	America/New_York	359043379931766205
68.79833	16.54165	Harstad	NO	Europe/Oslo	8630330696303481594
53.5942	25.8191	Novogrudok	BY	Europe/Minsk	3590433799317661834
41.84364	-87.71255	South Lawndale	US	America/Chicago	8630330696303482477
56.9083	60.8019	Beryozovsky	RU	Asia/Yekaterinburg	3590433799317662063
52.66277	-2.01111	Great Wyrley	GB	Europe/London	3590433799317661610
13.65805	102.56365	Paoy Paet	KH	Asia/Phnom_Penh	3590433799317661180
35.82756	137.95378	Ina	JP	Asia/Tokyo	8630330696303482295
50.75767	-1.5443	Lymington	GB	Europe/London	8630330696303481123
40.49748	44.7662	Hrazdan	AM	Asia/Yerevan	3590433799317661768
52.71083	5.74861	Emmeloord	NL	Europe/Amsterdam	359043379931766320
12.12278	-61.62498	Grenville	GD	America/Grenada	863033069630348263
47.98372	10.18527	Memmingen	DE	Europe/Berlin	863033069630348495
51.38673	0.30367	Hartley	GB	Europe/London	359043379931766866
50.75767	-1.5443	Lymington	GB	Europe/London	863033069630348057
50.26729	-119.27337	Vernon	CA	America/Vancouver	3590433799317661305
-19.65	47.31667	Antanifotsy	MG	Indian/Antananarivo	863033069630348776
51.24197	4.82313	Lille	BE	Europe/Brussels	3590433799317661339
29.53885	-95.44744	Fresno	US	America/Chicago	8630330696303481370
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	359043379931766288
37.19723	122.05228	Tianfu	CN	Asia/Shanghai	863033069630348107
10.61285	12.19458	Biu	NG	Africa/Lagos	359043379931766981
16.455	120.5875	La Trinidad	PH	Asia/Manila	8630330696303482204
40.55851	17.80774	Mesagne	IT	Europe/Rome	863033069630348693
43.83125	5.03586	Cavaillon	FR	Europe/Paris	3590433799317662402
47.98372	10.18527	Memmingen	DE	Europe/Berlin	863033069630348123
48.812737	14.317466	Český Krumlov	CZ	Europe/Prague	8630330696303481933
37.60876	-77.37331	Mechanicsville	US	America/New_York	359043379931766403
40.82232	-74.15987	Nutley	US	America/New_York	3590433799317661818
20.88098	75.11937	Parola	IN	Asia/Kolkata	863033069630348891
41.85059	-87.882	Westchester	US	America/Chicago	8630330696303482006
40.57788	-73.95958	Brighton Beach	US	America/New_York	3590433799317661875
41.29444	69.67639	Parkent	UZ	Asia/Tashkent	863033069630348263
41.54566	-71.29144	Middletown	US	America/New_York	863033069630348586
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	359043379931766585
32.52515	-93.75018	Shreveport	US	America/Chicago	8630330696303482154
45.47885	133.42825	Lesozavodsk	RU	Asia/Vladivostok	8630330696303482253
13.56667	-15.6	Farafenni	GM	Africa/Banjul	3590433799317662220
30.76468	74.12286	Kanganpur	PK	Asia/Karachi	359043379931766007
24.96334	10.18003	Ghat	LY	Africa/Tripoli	359043379931766387
53.95278	32.86389	Roslavl‚Äô	RU	Europe/Moscow	3590433799317661891
41.72059	-87.70172	Evergreen Park	US	America/Chicago	3590433799317662493
33.3213	130.94098	Hita	JP	Asia/Tokyo	8630330696303481875
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	863033069630348867
38.55632	69.01354	Vahdat	TJ	Asia/Dushanbe	8630330696303481438
44.85278	65.50917	Kyzylorda	KZ	Asia/Qyzylorda	359043379931766023
51.30001	13.10984	Oschatz	DE	Europe/Berlin	8630330696303482204
43.91452	-69.96533	Brunswick	US	America/New_York	8630330696303481719
-3.5403	118.9707	Majene	ID	Asia/Makassar	3590433799317661370
65.84811	24.14662	Tornio	FI	Europe/Helsinki	3590433799317661099
65.84811	24.14662	Tornio	FI	Europe/Helsinki	3590433799317661321
-8.73508	24.99798	Kamina	CD	Africa/Lubumbashi	3590433799317661560
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	8630330696303482493
44.43579	26.01649	Sector 6	RO	Europe/Bucharest	3590433799317662014
43.32686	-2.98884	Leioa	ES	Europe/Madrid	8630330696303481750
39.46667	141.95	Yamada	JP	Asia/Tokyo	8630330696303481693
53.49389	-1.29243	Mexborough	GB	Europe/London	863033069630348032
39.12074	27.18052	Bergama	TR	Europe/Istanbul	863033069630348354
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	3590433799317661503
53.95278	32.86389	Roslavl‚Äô	RU	Europe/Moscow	863033069630348362
49.03685	8.70745	Bretten	DE	Europe/Berlin	359043379931766445
38.91817	-78.19444	Front Royal	US	America/New_York	863033069630348362
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	8630330696303482212
-11.48472	-37.93278	Rio Real	BR	America/Bahia	863033069630348503
40.57788	-73.95958	Brighton Beach	US	America/New_York	3590433799317661131
41.27194	123.17306	Liaoyang	CN	Asia/Shanghai	8630330696303482196
48.812737	14.317466	Český Krumlov	CZ	Europe/Prague	3590433799317661529
52.09	5.23333	Zeist	NL	Europe/Amsterdam	8630330696303481602
53.59337	9.47629	Stade	DE	Europe/Berlin	359043379931766510
51.21667	6.26667	Schwalmtal	DE	Europe/Berlin	3590433799317661511
24.96334	10.18003	Ghat	LY	Africa/Tripoli	8630330696303481271
25.49043	85.94001	Teghra	IN	Asia/Kolkata	8630330696303482345
44.59445	11.04979	Castelfranco Emilia	IT	Europe/Rome	8630330696303481701
5.4709	100.24529	Batu Feringgi	MY	Asia/Kuala_Lumpur	8630330696303481966
26.9423	68.11759	Tharu Shah	PK	Asia/Karachi	8630330696303481719
43.16547	-77.70066	Gates-North Gates	US	America/New_York	863033069630348842
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	8630330696303481495
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	3590433799317662071
28.92694	78.23456	Bachhraon	IN	Asia/Kolkata	863033069630348578
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	3590433799317662105
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	3590433799317662493
50.79205	-1.08593	Southsea	GB	Europe/London	359043379931766072
35.88264	-80.08199	Thomasville	US	America/New_York	8630330696303481354
33.92866	-6.90656	Temara	MA	Africa/Casablanca	3590433799317661156
51.21187	4.25633	Beveren	BE	Europe/Brussels	359043379931766429
-4.06667	37.73333	Same	TZ	Africa/Dar_es_Salaam	863033069630348826
42.28639	18.84	Budva	ME	Europe/Podgorica	863033069630348875
60.2052	24.6522	Espoo	FI	Europe/Helsinki	8630330696303481776
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	3590433799317661438
3.8801	-77.03116	Buenaventura	CO	America/Bogota	3590433799317661446
45.43341	-73.86586	Beaconsfield	CA	America/Toronto	8630330696303481842
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	359043379931766486
51.44889	5.51978	Tongelre	NL	Europe/Amsterdam	863033069630348867
30.16688	-96.39774	Brenham	US	America/Chicago	8630330696303481941
36.82167	128.63083	Eisen	KR	Asia/Seoul	3590433799317661032
14.62072	74.83554	Sirsi	IN	Asia/Kolkata	8630330696303482394
20.22816	-103.5687	Zacoalco de Torres	MX	America/Mexico_City	3590433799317661941
42.52787	-70.92866	Peabody	US	America/New_York	8630330696303482402
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	8630330696303482410
46.18396	6.10237	Onex	CH	Europe/Zurich	8630330696303481446
41.55947	14.66737	Campobasso	IT	Europe/Rome	8630330696303482386
-1.9487	30.4347	Rwamagana	RW	Africa/Kigali	359043379931766361
13.8196	100.04427	Nakhon Pathom	TH	Asia/Bangkok	863033069630348750
-1.63333	13.58357	Franceville	GA	Africa/Libreville	3590433799317661503
13.56667	-15.6	Farafenni	GM	Africa/Banjul	863033069630348941
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	3590433799317662410
-34.28853	146.05093	Griffith	AU	Australia/Sydney	359043379931766569
6.84019	79.87116	Dehiwala-Mount Lavinia	LK	Asia/Colombo	3590433799317661305
65.84811	24.14662	Tornio	FI	Europe/Helsinki	3590433799317661024
44.99012	-123.02621	Keizer	US	America/Los_Angeles	863033069630348768
48.35693	10.98461	Friedberg	DE	Europe/Berlin	8630330696303482485
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	8630330696303482170
43.35071	46.10925	Gudermes	RU	Europe/Moscow	3590433799317661537
48.8765	2.18967	Rueil-Malmaison	FR	Europe/Paris	8630330696303481578
53.59337	9.47629	Stade	DE	Europe/Berlin	3590433799317661156
48.28259	9.72749	Ehingen	DE	Europe/Berlin	359043379931766882
40.72586	8.55552	Sassari	IT	Europe/Rome	8630330696303481792
40.94065	-73.99681	Dumont	US	America/New_York	8630330696303481248
-31.4488	-60.93173	Esperanza	AR	America/Argentina/Cordoba	3590433799317661495
2.2139	102.3278	Kampung Ayer Molek	MY	Asia/Kuala_Lumpur	3590433799317662196
2.41669	30.98551	Paidha	UG	Africa/Kampala	3590433799317662477
21.28306	-89.66123	Progreso	MX	America/Merida	863033069630348081
38.96372	-76.99081	Chillum	US	America/New_York	3590433799317661917
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	863033069630348024
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	8630330696303482352
7.62789	4.74161	Ilesa	NG	Africa/Lagos	3590433799317662089
10.13361	124.84472	Maasin	PH	Asia/Manila	3590433799317662154
52.4089	31.3237	Dobrush	BY	Europe/Minsk	359043379931766601
52.21099	7.02238	Gronau	DE	Europe/Berlin	3590433799317661693
26.18924	-98.15529	San Juan	US	America/Chicago	863033069630348842
38.47917	-1.325	Jumilla	ES	Europe/Madrid	3590433799317661800
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	8630330696303482139
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	3590433799317662097
13.48082	-86.58208	Somoto	NI	America/Managua	863033069630348644
52.4089	31.3237	Dobrush	BY	Europe/Minsk	863033069630348248
7.6	4.18333	Olupona	NG	Africa/Lagos	3590433799317661420
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	863033069630348701
13.73417	-89.71472	Sonzacate	SV	America/El_Salvador	863033069630348669
7.65649	4.92235	Efon-Alaaye	NG	Africa/Lagos	8630330696303481842
47.48444	36.25361	Polohy	UA	Europe/Zaporozhye	359043379931766395
33.78333	114.51667	Wacheng	CN	Asia/Shanghai	3590433799317661263
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	359043379931766338
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	359043379931766890
36.06386	4.62744	El Achir	DZ	Africa/Algiers	8630330696303481461
39.43534	-84.20299	Lebanon	US	America/New_York	3590433799317661891
58.63667	59.80222	Lesnoy	RU	Asia/Yekaterinburg	8630330696303482261
26.2649	81.54855	Jais	IN	Asia/Kolkata	3590433799317662337
3.51667	11.5	Mbalmayo	CM	Africa/Douala	3590433799317661198
-17.74431	-48.62789	Caldas Novas	BR	America/Sao_Paulo	8630330696303481230
56.03361	35.96944	Volokolamsk	RU	Europe/Moscow	3590433799317661461
-6.48167	106.85417	Cibinong	ID	Asia/Jakarta	863033069630348388
53.38333	-0.76667	Gainsborough	GB	Europe/London	863033069630348719
21.28306	-89.66123	Progreso	MX	America/Merida	359043379931766098
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	3590433799317661974
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	8630330696303481826
48.15659	28.28489	Soroca	MD	Europe/Chisinau	8630330696303482063
15.48131	-86.57415	Olanchito	HN	America/Tegucigalpa	3590433799317662311
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	863033069630348230
-36.9256	-73.02841	Chiguayante	CL	America/Santiago	3590433799317661834
38.70734	-77.02303	Fort Washington	US	America/New_York	8630330696303482055
19.32889	-99.32556	San Lorenzo Acopilco	MX	America/Mexico_City	3590433799317661891
56.85836	35.90057	Tver	RU	Europe/Moscow	3590433799317662204
53.30972	83.62389	Novosilikatnyy	RU	Asia/Barnaul	8630330696303482121
48.98994	2.1699	Herblay	FR	Europe/Paris	359043379931766528
41.55838	-81.56929	Collinwood	US	America/New_York	8630330696303482378
33.37526	74.3092	Rajaori	IN	Asia/Kolkata	3590433799317661966
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	359043379931766379
49.183239	15.454273	Telč	CZ	Europe/Prague	8630330696303481719
49.13645	8.91229	Eppingen	DE	Europe/Berlin	8630330696303481131
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	359043379931766635
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	863033069630348628
0.49113	29.47306	Beni	CD	Africa/Lubumbashi	8630330696303482055
11.93381	79.82979	Puducherry	IN	Asia/Kolkata	8630330696303482287
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	3590433799317661800
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	8630330696303481396
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	359043379931766932
34.25	135.31667	Iwade	JP	Asia/Tokyo	359043379931766031
33.08014	-83.2321	Milledgeville	US	America/New_York	3590433799317662089
48.812737	14.317466	Český Krumlov	CZ	Europe/Prague	8630330696303482402
-8.99167	125.21972	Maliana	TL	Asia/Dili	359043379931766536
41.8542	-87.66561	Lower West Side	US	America/Chicago	8630330696303481321
43.41949	77.0202	Otegen Batyra	KZ	Asia/Almaty	359043379931766254
34.9	137.5	Shinshiro	JP	Asia/Tokyo	359043379931766692
-31.4488	-60.93173	Esperanza	AR	America/Argentina/Cordoba	3590433799317661305
37.51803	15.00913	Misterbianco	IT	Europe/Rome	8630330696303481503
52.57583	6.61944	Hardenberg	NL	Europe/Amsterdam	8630330696303482352
7.65649	4.92235	Efon-Alaaye	NG	Africa/Lagos	359043379931766551
34.31	-2.16	Jerada	MA	Africa/Casablanca	3590433799317662097
22.4711	88.1453	Pujali	IN	Asia/Kolkata	3590433799317661891
15.46063	99.89166	Thap Than	TH	Asia/Bangkok	8630330696303482006
38.47917	-1.325	Jumilla	ES	Europe/Madrid	8630330696303481057
50.75	2.25	Saint-Omer	FR	Europe/Paris	8630330696303482469
55.85	37.56667	Likhobory	RU	Europe/Moscow	3590433799317661651
33.93113	-117.54866	Norco	US	America/Los_Angeles	3590433799317661941
39.32288	-76.72803	Woodlawn	US	America/New_York	863033069630348230
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	359043379931766999
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	8630330696303481412
12.74409	-8.07257	Kati	ML	Africa/Bamako	8630330696303481479
35.61452	-88.81395	Jackson	US	America/Chicago	3590433799317661511
-5.85746	144.23058	Mount Hagen	PG	Pacific/Port_Moresby	8630330696303481206
53.93361	37.92792	Kireyevsk	RU	Europe/Moscow	8630330696303481917
41.85059	-87.882	Westchester	US	America/Chicago	8630330696303482402
35.88264	-80.08199	Thomasville	US	America/New_York	863033069630348073
-28.24	-48.67028	Imbituba	BR	America/Sao_Paulo	8630330696303481354
49.68369	8.61839	Bensheim	DE	Europe/Berlin	3590433799317661834
