ts	imei	mwra	c.dogalize	c.android.gm	c.android.youtube	c.katana	c.android.chrome	c.updateassist	c.UCMobile.intl	c.raider	c.UCMobile.x86	c.android.vending
2018-05-07 00:44:00	3590433799317661297	0.00000	13.18552	8.57275	10.31244	14.35792	8.75771	51.48649	25.08255	52.95534	33.44093	14.94134
2018-05-07 00:45:00	3590433799317662469	1.00000	11.71316	4.28992	10.99704	7.92821	12.48601	49.82633	2.90391	41.67849	54.32026	57.67619
2018-05-07 00:46:00	8630330696303481750	1.00000	10.51726	10.19574	13.39854	8.67854	8.57811	30.64818	79.10757	20.00247	12.76184	91.06466
2018-05-07 00:47:00	3590433799317662477	1.00000	11.27171	5.21153	13.24490	7.93352	7.87637	73.60210	53.89800	65.66671	13.68027	21.60804
2018-05-07 00:48:00	359043379931766353	0.00000	12.49189	8.06201	10.42586	12.85965	7.50428	78.74684	51.48165	23.31258	93.42383	2.07425
2018-05-07 00:49:00	3590433799317662162	0.00000	12.71932	6.87513	11.78188	12.28443	9.06922	84.26926	90.66043	51.55421	4.79206	82.29972
2018-05-07 00:50:00	359043379931766056	1.00000	14.24848	7.06353	15.23440	9.21275	7.39918	19.10971	80.77758	67.22004	16.31754	43.61062
2018-05-07 00:51:00	8630330696303482170	0.00000	11.00888	10.66121	11.81957	9.15532	12.02750	32.43517	61.96497	15.66583	76.32256	11.70249
2018-05-07 00:52:00	3590433799317661727	1.00000	14.10935	6.28331	11.25034	6.06259	9.72282	65.59267	59.94553	45.90453	40.78194	98.44450
2018-05-07 00:53:00	359043379931766791	0.00000	10.33114	8.33239	12.13580	8.08547	6.18837	89.99799	51.03128	95.76908	7.48969	78.35305
2018-05-07 00:54:00	8630330696303481909	1.00000	8.32981	13.56026	11.45879	9.65145	8.52350	63.48672	87.41523	11.99145	96.56752	85.55880
2018-05-07 00:55:00	8630330696303482188	1.00000	6.57004	10.41184	14.48855	11.77866	8.14295	70.77030	60.70278	58.07009	34.20093	22.86678
2018-05-07 00:56:00	3590433799317661560	1.00000	6.88217	13.02767	10.39502	8.95736	10.80258	67.14961	85.75136	2.09399	25.64409	61.01002
2018-05-07 00:57:00	8630330696303481925	1.00000	8.20127	12.10384	10.94237	11.12098	9.30880	24.42953	80.87115	50.07022	12.96429	57.63540
2018-05-07 00:58:00	3590433799317661875	0.00000	7.36920	14.94541	11.03689	9.46168	7.97253	55.90302	62.57661	58.18241	69.33590	86.11807
2018-05-07 00:59:00	863033069630348677	0.00000	9.83349	10.13289	14.45558	13.23074	8.28286	30.59992	52.31994	17.16711	84.67233	30.95289
2018-05-07 01:00:00	8630330696303481818	1.00000	12.97632	9.16826	11.85130	9.92750	12.16281	26.58592	71.08248	8.85076	13.17221	54.96121
2018-05-07 01:01:00	3590433799317661792	0.00000	9.18835	7.03610	11.35438	9.43885	13.01552	42.65762	13.29007	84.34586	58.99390	97.88327
2018-05-07 01:02:00	8630330696303482394	1.00000	11.76878	7.40332	11.08085	8.42919	9.81602	47.02933	6.65351	86.38355	48.01802	6.79260
2018-05-07 01:03:00	8630330696303481685	0.00000	8.53170	10.70569	15.55745	12.53462	9.95607	70.12084	34.56864	9.89000	34.84780	89.11641
2018-05-07 01:04:00	3590433799317661826	1.00000	9.78357	13.33054	10.04469	11.48231	3.19312	95.10869	82.93504	9.41569	82.75918	60.42325
2018-05-07 01:05:00	359043379931766460	1.00000	8.78783	14.69489	9.70179	13.63390	12.43919	49.05429	98.35850	37.19611	93.85036	85.06372
2018-05-07 01:06:00	8630330696303481073	1.00000	13.38636	8.64647	14.02474	6.03684	11.50081	13.14228	61.67436	48.67913	20.78301	1.55806
2018-05-07 01:07:00	8630330696303482428	0.00000	7.68609	8.09045	7.19378	12.53228	14.33053	83.79516	94.47095	97.17772	33.06389	64.21684
2018-05-07 01:08:00	3590433799317661339	1.00000	7.20808	9.19395	12.11834	11.18599	8.50941	62.57603	7.91095	3.42012	13.44847	24.02165
2018-05-07 01:09:00	863033069630348081	0.00000	13.56057	7.62411	11.89027	12.24277	10.44870	33.70160	28.81179	97.66694	29.40118	41.91066
2018-05-07 01:10:00	8630330696303481677	1.00000	12.69317	4.43662	11.72948	10.19430	5.94319	80.58467	16.01818	49.69955	84.04927	10.41157
2018-05-07 01:11:00	3590433799317661982	1.00000	10.21372	15.03048	11.81343	9.91146	8.09070	88.18376	32.81194	89.46344	93.65233	1.44260
2018-05-07 01:12:00	8630330696303481073	1.00000	8.72079	8.13034	10.50672	12.15499	10.62387	96.40390	66.24756	27.96911	42.82649	22.94696
2018-05-07 01:13:00	8630330696303481669	1.00000	12.20424	7.57588	13.13611	7.20562	5.18991	83.88107	59.83055	44.98719	31.64405	6.52263
2018-05-07 01:14:00	359043379931766247	1.00000	8.93534	12.67599	11.67217	9.05611	9.32675	10.32834	40.20849	51.57285	32.42285	53.99469
2018-05-07 01:15:00	3590433799317661974	1.00000	9.25054	10.87680	12.21037	9.97648	7.01287	60.53752	38.61695	79.15418	75.66814	20.56711
2018-05-07 01:16:00	863033069630348149	0.00000	7.06911	6.35927	8.21554	13.63033	11.97491	62.04861	61.75197	74.63984	47.72994	41.89949
2018-05-07 01:17:00	8630330696303482162	1.00000	12.97162	5.64940	10.80739	8.19239	10.56027	35.27743	87.90029	29.15393	16.40077	93.86688
2018-05-07 01:18:00	863033069630348958	0.00000	10.34009	5.93262	12.68242	10.31469	13.17041	96.95713	67.20680	51.56420	61.14769	62.01547
2018-05-07 01:19:00	8630330696303482154	1.00000	12.56682	9.34788	10.90036	5.89621	10.07637	14.58892	27.72954	28.15473	16.55350	75.03307
2018-05-07 01:20:00	3590433799317662246	1.00000	12.20550	8.36864	11.21508	8.55476	7.66037	0.00000	15.07485	62.65459	85.23784	5.15616
2018-05-07 01:21:00	8630330696303482006	0.00000	10.29363	11.97208	13.79793	12.88464	12.59973	55.25293	10.30908	23.14031	96.53503	77.98516
2018-05-07 01:22:00	8630330696303481370	1.00000	9.88479	8.38599	12.70169	7.19545	9.68227	47.41034	5.51942	11.36128	59.09696	81.90476
2018-05-07 01:23:00	8630330696303481834	1.00000	10.28591	8.38524	12.39472	8.04467	7.86684	57.16749	82.77123	78.95912	48.80042	8.03906
2018-05-07 01:24:00	3590433799317662246	0.00000	12.03149	9.34507	11.67850	11.64353	7.14873	34.60098	10.84275	72.10639	56.54827	82.25895
2018-05-07 01:25:00	863033069630348743	1.00000	13.24511	8.44396	12.76725	8.36884	4.70825	82.52621	21.25032	25.37604	50.70666	93.82702
2018-05-07 01:26:00	8630330696303481156	0.00000	9.42758	7.02492	13.74771	7.17974	9.00813	13.22137	1.64052	85.32859	91.72141	35.45646
2018-05-07 01:27:00	3590433799317661107	0.00000	11.17441	8.93813	12.79481	9.07062	12.86419	2.87490	47.74612	63.83834	55.48736	63.63841
2018-05-07 01:28:00	359043379931766502	1.00000	11.66233	9.52423	11.73422	10.66307	5.97459	0.77952	5.75353	62.33380	21.71101	48.12912
2018-05-07 01:29:00	8630330696303481461	0.00000	8.54537	6.49531	9.12272	12.07647	11.90517	43.18110	65.91015	30.96845	1.33003	35.35325
2018-05-07 01:30:00	863033069630348529	1.00000	7.43930	10.97058	12.29227	7.23214	8.60394	15.48584	62.40415	80.98440	92.98971	81.43200
2018-05-07 01:31:00	863033069630348909	0.00000	8.40889	7.15381	8.21630	10.26857	13.57085	62.81426	42.49254	77.96113	11.87989	28.60330
2018-05-07 01:32:00	8630330696303481842	1.00000	13.05689	7.99225	12.66534	8.78842	5.79232	55.91986	49.55541	48.48475	8.76982	42.38209
2018-05-07 01:33:00	3590433799317661131	0.00000	12.83065	10.18329	11.54668	13.41345	10.25239	38.28839	26.88061	43.28170	81.88009	64.08603
2018-05-07 01:34:00	3590433799317662279	0.00000	7.42702	8.09916	11.39150	13.15601	12.12436	59.28638	32.58187	28.12257	34.82519	13.46071
2018-05-07 01:35:00	8630330696303482014	0.00000	7.08861	9.44962	12.86985	14.65712	11.88778	18.44131	87.40915	10.42486	15.97321	45.92343
2018-05-07 01:36:00	3590433799317662212	1.00000	14.54597	8.33976	13.38085	6.37784	7.03645	64.64445	47.84067	99.50360	10.47394	81.07515
2018-05-07 01:37:00	3590433799317662253	1.00000	5.84732	10.69152	11.55090	10.80605	11.43654	34.04382	94.52462	71.65098	75.50715	10.44099
2018-05-07 01:38:00	8630330696303481511	0.00000	10.84696	11.11990	13.79874	9.12686	11.92443	8.81166	2.30793	57.04177	15.29537	12.37763
2018-05-07 01:39:00	8630330696303482311	1.00000	13.61034	7.03053	10.61376	8.12787	8.32079	65.09070	45.27291	26.80470	58.72839	28.02377
2018-05-07 01:40:00	8630330696303481032	0.00000	8.06314	7.36726	9.24015	15.15011	10.61924	11.58203	22.35937	81.12719	91.39900	24.62418
2018-05-07 01:41:00	863033069630348297	1.00000	13.00985	7.04307	12.16071	7.62743	8.13554	86.68764	18.11731	11.45277	95.86368	30.99318
2018-05-07 01:42:00	8630330696303481172	1.00000	10.05063	11.93570	9.51266	6.59762	9.76863	49.60294	99.39690	95.57783	56.00774	38.78353
2018-05-07 01:43:00	863033069630348636	0.00000	6.74216	11.89037	15.85297	10.20173	8.61033	88.00251	89.50420	53.49797	40.32851	85.20129
2018-05-07 01:44:00	8630330696303482329	0.00000	11.97019	9.37563	14.87982	12.42976	10.88276	47.98444	73.83484	59.40474	88.35338	85.91078
2018-05-07 01:45:00	3590433799317661933	0.00000	7.64133	7.68240	12.44059	12.46162	12.92241	90.00582	54.52811	50.25839	1.05932	56.15570
2018-05-07 01:46:00	3590433799317662220	0.00000	8.37746	10.52383	11.01604	11.23124	11.07228	10.85084	21.48212	68.31376	33.22293	77.00008
2018-05-07 01:47:00	863033069630348933	0.00000	8.85685	11.02127	12.45911	10.46109	9.15296	78.86005	13.34660	74.44907	50.24155	93.23322
2018-05-07 01:48:00	8630330696303482188	1.00000	12.54255	7.75762	8.78976	7.43051	8.59223	86.91311	50.19818	59.84439	73.81764	51.15162
2018-05-07 01:49:00	8630330696303481990	0.00000	7.36208	6.80658	13.19907	13.32035	14.97287	19.23827	4.08301	45.65132	98.79154	33.69900
2018-05-07 01:50:00	863033069630348974	0.00000	9.00083	9.36660	14.89875	14.40743	10.61272	45.27993	3.32559	7.64990	97.16369	43.44009
2018-05-07 01:51:00	8630330696303481008	0.00000	7.41612	12.71252	13.37618	8.17127	9.43280	78.05935	84.65699	75.91831	2.59249	81.18239
2018-05-07 01:52:00	863033069630348065	1.00000	9.98164	9.25972	12.17259	9.95393	8.74713	81.35494	16.84587	19.60682	73.99999	78.88818
2018-05-07 01:53:00	8630330696303481388	0.00000	8.54878	8.68542	10.45622	12.71881	8.54757	32.51834	11.78668	99.47216	53.07658	24.23128
2018-05-07 01:54:00	359043379931766585	1.00000	10.97848	8.98671	12.15456	8.69436	7.38518	29.33362	84.00506	64.43594	97.91408	55.14941
2018-05-07 01:55:00	359043379931766924	0.00000	9.92426	11.60535	15.00412	13.22192	10.19375	48.03346	94.33637	92.33508	39.50718	42.28869
2018-05-07 01:56:00	3590433799317662352	1.00000	6.79242	13.19405	14.33464	8.68295	9.46867	72.46740	42.96821	97.89708	44.52650	86.08484
2018-05-07 01:57:00	3590433799317661008	0.00000	8.07211	10.07678	16.05543	12.49821	12.51619	98.10078	0.00000	12.69011	13.13431	5.64247
2018-05-07 01:58:00	8630330696303482311	0.00000	6.84482	10.79127	16.85651	10.26768	15.35154	92.37529	83.40672	59.75497	33.06699	48.49118
2018-05-07 01:59:00	3590433799317662105	0.00000	9.72311	9.84463	13.87359	11.61348	13.86980	39.88895	2.00053	32.41425	79.30117	35.00053
2018-05-07 02:00:00	863033069630348842	1.00000	8.98316	9.08975	15.40903	9.20815	6.48187	12.70414	13.40454	77.79496	65.66871	88.88254
2018-05-07 02:01:00	3590433799317662097	0.00000	6.20265	7.74609	11.49925	12.38091	13.01407	23.67404	92.85554	30.51885	85.78247	6.20175
2018-05-07 02:02:00	8630330696303481420	0.00000	11.24127	6.91611	11.11426	10.16674	9.27130	70.49422	81.47116	14.39197	65.82966	41.28702
2018-05-07 02:03:00	8630330696303482121	0.00000	11.00079	7.86785	13.55451	13.81100	3.48082	88.59370	8.88493	49.29673	26.88133	14.83751
2018-05-07 02:04:00	3590433799317662469	0.00000	13.31284	6.21820	10.67204	15.82226	4.08300	0.20531	18.48794	57.99946	30.35991	94.26803
2018-05-07 02:05:00	3590433799317661578	0.00000	8.14657	10.42976	11.80471	11.39307	8.62886	67.28557	49.62624	24.06336	60.86611	77.53295
2018-05-07 02:06:00	8630330696303482022	0.00000	6.10509	5.61569	12.51679	13.19875	13.60073	91.97973	48.44643	84.51115	40.17271	49.54391
2018-05-07 02:07:00	8630330696303482030	1.00000	7.67666	11.85093	13.02614	6.32447	7.35796	90.91062	64.95310	79.89004	69.54945	37.75052
2018-05-07 02:08:00	3590433799317661867	1.00000	6.81151	13.58901	10.31265	9.39457	11.08807	34.64109	59.59951	41.92290	21.22539	26.13484
2018-05-07 02:09:00	863033069630348396	1.00000	14.27006	10.92245	14.75155	8.92199	8.60481	41.77983	3.94528	23.56909	28.48898	68.72657
2018-05-07 02:10:00	359043379931766569	1.00000	6.57821	8.75461	14.87549	12.17657	8.88133	50.78784	81.34478	53.47909	80.83594	0.27875
2018-05-07 02:11:00	8630330696303481800	1.00000	14.24688	10.83567	13.27343	8.78525	10.23973	48.91767	78.47581	9.19081	76.30949	68.84145
2018-05-07 02:12:00	863033069630348420	1.00000	8.29624	13.17833	10.65282	9.24996	6.68165	88.78458	19.35450	8.92344	69.56257	41.74152
2018-05-07 02:13:00	8630330696303481198	1.00000	10.90249	10.79168	10.93422	9.48986	8.49374	19.88577	37.16711	47.73559	24.43300	69.25191
2018-05-07 02:14:00	3590433799317661701	1.00000	7.24005	9.00802	13.97985	8.99827	7.64327	37.41111	44.66513	72.17825	29.32657	25.37504
2018-05-07 02:15:00	359043379931766734	1.00000	13.26496	8.29222	13.28892	6.16059	10.78323	81.09859	84.99704	6.51728	13.33132	27.49405
2018-05-07 02:16:00	3590433799317662303	1.00000	9.15900	8.76065	11.59278	11.47685	10.19821	12.88656	13.29402	87.57961	27.79914	32.94276
2018-05-07 02:17:00	3590433799317661271	1.00000	10.48720	12.78327	12.86453	9.28734	6.99933	74.77401	38.41228	85.96351	53.05172	21.32420
2018-05-07 02:18:00	8630330696303482154	0.00000	8.15318	12.39617	14.08369	12.00977	11.83051	57.72871	8.38938	38.29878	44.65747	86.03111
2018-05-07 02:19:00	359043379931766759	0.00000	12.92147	6.18797	10.32666	12.27977	10.32436	2.16497	23.52695	23.04548	63.77424	87.50882
2018-05-07 02:20:00	8630330696303481701	1.00000	7.90643	11.89533	12.98976	7.33925	7.50377	92.78166	91.79660	25.64057	23.18247	17.15832
2018-05-07 02:21:00	8630330696303481826	0.00000	10.91288	12.37858	17.49446	9.80767	12.32563	86.32817	38.25861	52.16310	28.32526	50.51301
2018-05-07 02:22:00	8630330696303481453	0.00000	7.10615	9.92558	14.20176	7.50533	7.04861	26.39999	2.73310	23.07452	91.25939	81.27224
2018-05-07 02:23:00	3590433799317661438	1.00000	12.07479	10.61868	14.12052	8.56526	6.91892	51.88314	72.57443	6.54003	31.30525	40.15524
2018-05-07 02:24:00	863033069630348628	1.00000	11.12443	14.52429	11.48626	9.22956	9.93453	33.60824	18.47327	54.18271	59.35287	34.98119
2018-05-07 02:25:00	3590433799317661438	1.00000	13.34665	6.39569	12.58448	8.82986	10.70326	58.50913	33.68747	4.65861	13.65915	29.62039
2018-05-07 02:26:00	863033069630348388	1.00000	5.93305	11.98534	13.44613	7.57279	8.02912	69.02549	74.48294	38.01673	87.77124	65.39447
2018-05-07 02:27:00	863033069630348248	0.00000	7.63887	5.13131	12.00839	13.11244	14.85188	85.15837	19.08825	5.59469	11.87907	45.14654
2018-05-07 02:28:00	8630330696303481305	0.00000	9.24916	7.71747	11.01189	12.64341	10.64205	37.50367	93.25241	89.05127	77.03294	84.51873
2018-05-07 02:29:00	3590433799317661958	1.00000	12.54995	9.45552	9.23811	10.35269	9.44461	53.46168	72.01257	86.91435	11.16332	39.31798
2018-05-07 02:30:00	359043379931766536	1.00000	7.40437	10.24089	12.70801	13.96080	10.38046	56.85716	90.56444	33.15805	3.30044	15.21474
2018-05-07 02:31:00	8630330696303481271	0.00000	7.21556	8.94759	9.40237	11.70980	12.54672	25.36542	29.71568	80.27224	0.40602	51.90227
2018-05-07 02:32:00	863033069630348974	0.00000	6.67346	7.66588	15.21259	12.01830	15.19193	63.29934	97.80950	53.78122	47.51873	1.91786
2018-05-07 02:33:00	8630330696303482469	0.00000	15.41522	11.09442	13.25779	9.96746	12.56651	42.79957	3.04444	15.78910	71.50769	61.86204
2018-05-07 02:34:00	863033069630348651	0.00000	10.03423	6.62171	11.90004	11.58180	15.46980	73.39498	36.03664	85.81068	11.78129	91.53450
2018-05-07 02:35:00	863033069630348982	1.00000	9.66727	6.95077	14.79044	9.06358	4.48324	20.40950	36.46068	75.32399	81.80624	75.79618
2018-05-07 02:36:00	359043379931766130	0.00000	10.50604	10.53628	14.48648	12.30332	4.58367	19.14983	98.07526	82.41312	6.97862	55.98085
2018-05-07 02:37:00	3590433799317661271	1.00000	8.00748	10.94686	12.73468	12.38974	9.94498	32.07457	89.28889	22.21262	24.81133	7.93777
2018-05-07 02:38:00	359043379931766486	0.00000	7.14804	5.43804	12.13387	12.13475	13.11415	55.47701	6.31259	49.44559	8.97641	35.20622
2018-05-07 02:39:00	3590433799317661511	0.00000	11.08488	10.26793	10.89686	11.50399	10.70240	35.79453	25.97891	73.97615	53.28260	82.94354
2018-05-07 02:40:00	359043379931766221	0.00000	8.40077	9.61485	13.08798	11.55473	15.20963	40.18863	55.25155	66.02440	99.65203	19.08203
2018-05-07 02:41:00	863033069630348867	1.00000	14.76432	10.11656	11.08915	9.34897	7.94354	21.12787	0.61518	19.90752	46.88917	47.21859
2018-05-07 02:42:00	8630330696303482337	0.00000	12.36314	11.48855	13.47276	10.41433	11.72385	72.53060	56.57464	98.60304	5.14466	54.76242
2018-05-07 02:43:00	863033069630348628	1.00000	6.94791	11.17500	11.48162	10.11611	8.40406	82.68110	81.55695	47.88678	48.65840	42.20217
2018-05-07 02:44:00	8630330696303482097	1.00000	9.66524	12.17332	13.02156	8.50791	8.12896	23.09699	36.95976	79.52181	63.45163	94.50552
2018-05-07 02:45:00	8630330696303482022	1.00000	8.99603	8.39071	14.89235	12.76388	5.96831	43.91710	59.02034	79.77716	93.31402	73.76683
2018-05-07 02:46:00	359043379931766676	0.00000	7.87650	10.49340	12.76695	12.39726	12.80317	46.28680	50.15371	26.38282	80.12246	37.68195
2018-05-07 02:47:00	3590433799317662030	0.00000	10.84376	9.72852	12.40289	12.23829	7.02512	84.57471	36.90248	1.69105	29.55601	88.54735
2018-05-07 02:48:00	3590433799317662162	1.00000	12.90390	6.32462	14.75026	4.46617	9.33851	29.81431	10.93545	16.64951	81.60300	44.36269
2018-05-07 02:49:00	863033069630348750	1.00000	6.49604	9.78141	14.10391	10.54193	6.87612	81.54564	48.35557	78.12925	4.07141	0.69551
2018-05-07 02:50:00	359043379931766882	1.00000	10.71547	8.43004	13.14196	8.32213	7.03283	69.07776	84.29972	70.11834	50.19649	61.25943
2018-05-07 02:51:00	8630330696303482329	0.00000	14.20785	8.31214	13.19480	15.64221	7.58484	80.81787	61.58446	68.44351	70.38339	58.46258
2018-05-07 02:52:00	3590433799317662204	1.00000	7.84454	7.46803	13.19365	7.02102	6.87541	70.75397	69.69427	72.81214	81.99630	61.39199
2018-05-07 02:53:00	8630330696303482253	1.00000	8.72172	14.03128	13.33877	12.32521	8.35155	18.26209	30.61888	50.69159	99.20590	60.60695
2018-05-07 02:54:00	8630330696303481693	1.00000	10.36267	8.52272	15.55815	7.17821	8.30294	48.94324	19.34024	25.38385	31.86977	91.14166
2018-05-07 02:55:00	3590433799317662295	0.00000	11.12975	4.52923	12.52327	9.34076	8.62953	48.85329	23.14644	79.12399	84.50874	79.05587
2018-05-07 02:56:00	863033069630348537	0.00000	11.28551	11.49721	15.25462	11.71513	8.92637	13.41139	5.56608	8.50573	11.59268	56.95707
2018-05-07 02:57:00	3590433799317661412	1.00000	5.87893	10.23304	15.83676	13.47440	8.61810	54.90995	82.28097	77.81205	53.49884	54.77502
2018-05-07 02:58:00	8630330696303481867	1.00000	7.59112	8.58634	10.98514	9.96402	9.14036	81.70581	55.14223	39.79869	78.83068	26.36878
2018-05-07 02:59:00	359043379931766486	1.00000	9.97113	12.79812	12.32530	8.63580	7.34154	42.45206	37.72571	94.92260	51.04381	64.21649
2018-05-07 03:00:00	359043379931766098	1.00000	13.09449	9.97096	11.35630	7.88341	8.87671	45.09671	1.53293	77.24554	14.56526	47.55106
2018-05-07 03:01:00	3590433799317661883	1.00000	12.53739	6.25868	14.22175	8.27213	12.29472	49.29998	24.46903	7.09734	44.75572	71.86069
2018-05-07 03:02:00	8630330696303481768	0.00000	14.44119	6.00769	8.33120	13.30888	13.17933	84.27841	28.67136	39.23469	2.55785	99.32954
2018-05-07 03:03:00	3590433799317661537	1.00000	12.93628	10.47601	11.74446	5.52912	14.54003	50.93552	6.54767	83.87302	56.71998	80.13227
2018-05-07 03:04:00	359043379931766296	1.00000	13.44510	5.90811	12.22002	7.99947	11.32020	79.86218	27.14582	39.40432	88.09274	2.85299
2018-05-07 03:05:00	8630330696303481578	0.00000	9.71457	9.83077	9.92655	10.82167	11.08779	23.23968	62.49824	45.73829	2.15994	10.69260
2018-05-07 03:06:00	863033069630348826	1.00000	7.49964	13.70980	12.89487	9.98618	9.17742	98.27103	63.07723	56.05031	37.46956	69.77306
2018-05-07 03:07:00	359043379931766981	0.00000	13.87438	7.67818	11.07740	14.41122	3.67023	34.03515	67.79832	61.26938	84.76396	52.73586
2018-05-07 03:08:00	8630330696303482147	0.00000	14.36205	9.04931	7.87817	13.35994	10.62104	64.71854	73.01692	28.42808	34.73184	45.78021
2018-05-07 03:09:00	359043379931766718	1.00000	14.17433	11.22423	12.22019	11.92745	13.46822	75.09547	1.46405	50.92511	51.33653	55.96653
2018-05-07 03:10:00	863033069630348339	1.00000	6.91241	10.22084	13.57836	7.83238	9.22665	12.45970	68.40567	52.95429	89.52755	19.46015
2018-05-07 03:11:00	359043379931766684	1.00000	6.97914	10.72039	12.24858	12.15022	10.24818	67.45392	13.79915	90.69225	0.78952	63.18232
2018-05-07 03:12:00	863033069630348115	1.00000	12.03998	10.06722	13.72628	6.96348	15.62266	22.85042	54.85240	13.68276	33.79202	82.61712
2018-05-07 03:13:00	3590433799317662170	1.00000	11.48639	8.77631	10.40250	7.43102	8.91976	1.53751	3.18037	18.30196	61.69238	24.63608
2018-05-07 03:14:00	3590433799317661255	1.00000	11.88851	14.65207	9.43285	6.79938	9.37800	88.18342	27.04529	69.27462	55.77322	47.94634
2018-05-07 03:15:00	3590433799317662410	1.00000	6.87405	12.68483	13.36918	8.99218	7.59860	10.66201	75.81444	42.51836	87.06044	9.11197
2018-05-07 03:16:00	359043379931766007	1.00000	15.07489	6.40425	11.66835	8.59265	8.44916	19.77074	84.28808	40.99221	90.21433	10.69610
2018-05-07 03:17:00	8630330696303481230	0.00000	7.61636	6.69640	12.22787	13.02665	11.10038	66.10599	55.09339	72.53632	61.19429	56.42695
2018-05-07 03:18:00	3590433799317661248	1.00000	11.27416	9.31827	13.42185	10.70862	10.43289	12.77884	60.15459	55.81420	15.52973	63.57181
2018-05-07 03:19:00	3590433799317661883	0.00000	9.57178	12.02220	16.08555	10.85626	8.40408	86.66700	26.10473	69.69381	35.55869	58.56018
2018-05-07 03:20:00	8630330696303481438	1.00000	9.24607	11.12192	13.62428	11.03795	11.35436	10.44041	40.51086	57.66360	61.29352	74.88259
2018-05-07 03:21:00	3590433799317662139	0.00000	10.66062	9.21548	14.32144	9.12917	13.91569	88.58399	52.64039	82.80791	50.85937	19.01552
2018-05-07 03:22:00	863033069630348479	0.00000	9.90174	7.76588	13.11466	7.30886	9.37720	46.74762	55.33636	11.63740	60.13866	44.17266
2018-05-07 03:23:00	863033069630348602	0.00000	8.20813	8.93143	12.69691	12.41312	12.52582	83.95253	19.12466	83.48029	97.81157	21.28862
2018-05-07 03:24:00	3590433799317662378	1.00000	9.58820	15.95733	9.92297	6.12048	10.15725	48.06567	94.84136	41.34021	44.25326	19.29244
2018-05-07 03:25:00	3590433799317662410	0.00000	8.67816	6.26259	14.19772	11.03170	14.12617	58.78073	29.92413	91.47923	32.46980	79.69602
2018-05-07 03:26:00	8630330696303482337	0.00000	12.46428	9.31309	10.97648	11.48030	8.50298	19.42922	76.45046	44.80520	16.30002	86.08693
2018-05-07 03:27:00	863033069630348842	1.00000	12.73597	6.79710	12.12805	11.63759	7.17122	0.02949	50.85220	17.14425	36.99233	90.67901
2018-05-07 03:28:00	863033069630348404	1.00000	14.12617	10.69559	11.17449	9.64621	9.13639	70.01148	75.10898	46.47522	47.44303	11.49503
2018-05-07 03:29:00	3590433799317661735	1.00000	10.24806	12.05661	11.68220	7.59739	8.63214	19.17001	20.94007	54.59652	10.17219	9.01424
2018-05-07 03:30:00	3590433799317661743	1.00000	7.21291	10.81588	13.34605	12.16392	11.10069	35.10345	76.25247	79.36953	39.94912	45.72568
2018-05-07 03:31:00	863033069630348370	1.00000	7.06572	13.92963	14.30364	9.60427	7.51400	71.82314	25.35595	71.43598	50.70154	35.74282
2018-05-07 03:32:00	359043379931766494	1.00000	12.37198	9.77097	10.69040	9.60745	11.36932	48.25574	47.40404	95.89479	24.01003	70.21407
2018-05-07 03:33:00	863033069630348370	1.00000	16.25329	7.12714	14.65302	5.03949	7.81347	14.78251	22.60679	15.26275	41.52636	58.85042
2018-05-07 03:34:00	8630330696303481123	1.00000	9.34538	11.46907	12.05913	7.59574	6.26384	2.16750	65.30812	43.19936	36.55403	74.26674
2018-05-07 03:35:00	8630330696303481891	1.00000	8.27000	11.63230	11.85810	6.82157	8.34900	0.05918	6.43942	37.65249	79.46946	10.32988
2018-05-07 03:36:00	359043379931766114	1.00000	10.45733	8.60344	11.61216	11.07134	9.69577	15.43676	30.06367	73.68452	30.80717	37.67041
2018-05-07 03:37:00	359043379931766940	1.00000	12.41289	9.72395	9.74524	10.03724	12.38415	89.26362	36.79366	64.88970	44.64382	10.13390
2018-05-07 03:38:00	3590433799317661164	1.00000	9.68412	15.44244	13.32761	10.46117	7.18973	59.32534	20.95048	84.89467	74.13488	29.56114
2018-05-07 03:39:00	8630330696303481677	0.00000	7.37181	9.67188	10.76883	10.89433	12.55875	96.67567	39.50076	8.08432	1.13596	73.47199
2018-05-07 03:40:00	359043379931766189	1.00000	7.76479	6.70828	12.17810	8.79880	10.19833	77.91551	45.11326	15.34513	14.21765	89.95287
2018-05-07 03:41:00	8630330696303482303	1.00000	7.87618	9.96768	14.82662	9.59218	5.65688	18.67052	80.14871	67.59585	99.95908	48.62208
2018-05-07 03:42:00	3590433799317661511	0.00000	14.23851	5.17052	11.74012	13.86075	8.53272	49.21787	85.24230	26.11226	85.14288	20.57998
2018-05-07 03:43:00	3590433799317662022	0.00000	13.41405	9.61144	15.18625	8.51932	4.65588	98.30196	39.49028	25.09449	70.50071	75.89960
2018-05-07 03:44:00	8630330696303482071	1.00000	11.79735	7.09903	13.61993	7.20458	8.00537	57.15318	28.49338	74.73352	99.47088	14.39655
2018-05-07 03:45:00	3590433799317662063	0.00000	11.15710	9.32736	14.11515	9.96131	10.24715	91.38221	42.08885	64.31200	64.96427	13.64367
2018-05-07 03:46:00	3590433799317661701	1.00000	6.35827	14.37965	11.99819	9.37237	9.38855	79.46144	94.47506	48.09674	45.10113	83.90335
