ts	imei	mwra	p.android.packageinstaller	p.android.chrome	p.android.gm	p.android.settings	p.android.documentsui	p.android.externalstorage	p.system	p.android.gms	p.android.vending	p.simulator	p.process.gapps	p.google	p.dogalize	p.katana	p.olauncher	p.android.defcontainer	p.browser.provider	p.inputmethod.latin	p.gms.persistent	p.notifier
2018-05-07 10:48:00	863033069630348990	0.00000	5.28865	7.85343	12.03623	5.53022	15.11159	13.95452	11.43809	62.33564	0.00055	52.18669	36.80875	45.91354	44.36914	9.48594	4.01607	15.68762	96.53766	47.46316	1.65559	51.53334
2018-05-07 10:49:00	863033069630348701	1.00000	10.65206	14.37138	3.89011	8.35438	4.55346	7.39412	7.65875	46.60036	0.26534	57.43766	48.18401	14.10830	68.35338	41.41733	78.14297	71.16749	6.80873	60.82134	25.18788	19.23379
2018-05-07 10:50:00	863033069630348891	1.00000	9.34652	7.89917	8.04332	16.46759	8.63912	9.46368	7.81369	66.00683	0.00072	35.42014	54.79178	38.07346	65.21806	50.50064	5.34764	81.87942	55.02601	80.91496	16.65814	14.99045
2018-05-07 10:51:00	8630330696303481321	0.00000	17.08705	6.87259	9.73181	8.92418	15.39798	9.97749	7.08541	46.64103	0.00034	69.09183	44.30803	48.24615	35.32328	35.97972	98.90568	46.52603	27.58821	88.62908	50.60309	52.41111
2018-05-07 10:52:00	863033069630348222	1.00000	11.72812	13.99722	9.87101	9.16096	10.87580	8.04592	6.20879	58.66852	0.18259	55.10596	41.42834	51.29207	69.81533	83.78268	5.17344	75.29301	97.27059	99.91126	13.72244	17.39869
2018-05-07 10:53:00	8630330696303481974	1.00000	13.29431	15.66635	10.96861	7.59098	6.73387	14.00924	12.70173	64.90171	0.96774	61.18914	38.25289	28.98386	48.91824	90.87464	42.26880	48.35927	52.41815	36.97909	89.43568	30.63262
2018-05-07 10:54:00	3590433799317662345	1.00000	11.17972	10.08115	12.14783	6.98291	9.93485	12.28525	14.94723	52.12866	0.00378	51.49830	37.78480	58.24622	67.08927	19.21487	12.68292	69.06815	93.19350	2.65115	53.60663	77.69505
2018-05-07 10:55:00	3590433799317661321	0.00000	2.98211	8.35044	10.75328	5.91701	15.08611	12.00571	12.83667	89.02049	0.00081	63.75449	33.76796	46.84739	36.72210	75.93068	66.92862	28.10486	58.66482	75.40295	80.12799	73.98016
2018-05-07 10:56:00	863033069630348651	1.00000	12.57931	9.29015	9.37163	13.24973	8.98651	8.46408	10.77334	76.56716	0.00188	41.60926	70.20496	62.11897	29.94378	74.15387	63.98081	47.19384	36.63573	13.79215	17.33728	95.74654
2018-05-07 10:57:00	3590433799317662253	0.00000	9.22729	7.32959	12.55194	9.49386	12.20265	8.37167	12.89973	66.78937	0.00052	58.05534	41.07596	33.58390	54.95625	60.89979	55.35865	48.25609	86.54327	14.81775	75.26529	47.31433
2018-05-07 10:58:00	8630330696303481776	0.00000	9.06505	8.88876	14.35320	9.96955	10.64267	10.78805	14.00937	68.89350	0.00131	45.37984	63.15725	42.52474	64.79554	68.69380	6.89158	51.40959	50.06810	49.08387	55.73478	8.39987
2018-05-07 10:59:00	3590433799317661768	1.00000	11.72567	10.58958	10.57645	9.35159	8.15804	9.61335	13.39844	59.72993	0.00635	9.59170	63.88934	41.72791	28.51537	95.91562	47.27666	20.17433	63.21476	38.46615	45.28867	63.10508
2018-05-07 11:00:00	863033069630348180	0.00000	10.78666	7.33286	13.12539	9.98598	11.21923	11.77192	7.00598	53.16972	0.00033	51.79544	22.78172	69.10288	68.33684	74.79650	47.28864	3.67794	86.17237	55.68973	59.87858	75.50705
2018-05-07 11:01:00	863033069630348388	1.00000	15.76003	13.90304	9.40430	8.76650	10.34789	10.11840	10.55344	36.28981	0.16610	48.68279	37.78889	39.56285	59.71770	49.23144	29.13413	92.43726	0.05416	37.67541	64.97360	66.62672
2018-05-07 11:02:00	8630330696303481412	1.00000	15.67052	12.50004	15.32127	9.41716	11.23175	12.86216	12.21946	57.33884	0.04100	61.14560	33.88695	56.69948	53.96602	48.95182	59.95632	83.72652	74.31800	15.94797	38.84021	66.61119
2018-05-07 11:03:00	863033069630348818	1.00000	12.34621	15.05432	9.54944	11.51911	8.42991	6.95214	9.38905	58.01067	0.52490	35.06432	36.77591	44.00578	39.39195	95.68212	46.42552	49.10146	25.57024	40.43329	78.43761	94.25980
2018-05-07 11:04:00	3590433799317661156	0.00000	12.07886	7.08769	13.02958	7.24548	13.85495	12.64902	10.26779	58.82015	0.00028	56.78901	33.43656	30.44707	59.08000	40.12383	76.99841	68.82100	59.15173	9.20632	34.63721	12.92195
2018-05-07 11:05:00	8630330696303481016	1.00000	13.68321	6.54259	12.51164	9.55157	5.33135	5.48829	13.63260	71.02468	0.00024	54.11256	71.04338	53.76164	38.14916	32.81714	0.59624	12.67817	84.97529	28.85693	3.55580	26.03836
2018-05-07 11:06:00	8630330696303481776	0.00000	12.41736	14.49068	15.18935	9.58558	10.56298	15.15803	13.47272	54.64548	0.29889	61.53118	30.67911	52.14900	36.49980	87.96900	66.41285	5.07974	10.95422	5.46136	41.66625	88.99394
2018-05-07 11:07:00	359043379931766585	1.00000	11.58818	12.88459	13.65155	7.85922	9.52031	14.58977	12.74052	40.02342	0.06018	71.08166	38.87805	65.73511	78.52428	73.27916	25.46936	22.94942	64.57625	56.23373	48.37361	70.70901
2018-05-07 11:08:00	3590433799317662394	1.00000	11.77310	12.15016	14.45736	10.37923	8.87224	9.60506	12.37194	62.06935	0.02891	47.55702	45.64034	49.60852	47.99297	5.07580	23.10595	77.21274	68.57419	90.34873	95.20738	3.71434
2018-05-07 11:09:00	3590433799317661727	1.00000	11.94838	14.63955	11.70972	8.57443	8.55491	9.52140	9.12009	60.78386	0.34664	76.65777	56.02726	54.30717	25.85641	15.52703	64.27727	79.59857	33.05649	40.79226	46.26743	45.33940
2018-05-07 11:10:00	8630330696303482105	1.00000	13.28677	12.47458	14.68203	10.53343	9.44458	17.58485	9.62528	64.85112	0.04005	64.54603	55.17625	37.65750	60.18962	77.01448	30.05464	65.68407	14.94234	18.73398	51.40262	15.26344
2018-05-07 11:11:00	3590433799317662196	1.00000	10.90082	10.60173	7.85732	14.92688	7.52699	10.87458	7.88198	56.94685	0.00629	35.41385	34.99296	47.68180	23.33339	82.83962	1.43508	17.63220	30.41160	3.39800	80.21748	41.27833
2018-05-07 11:12:00	359043379931766213	1.00000	13.56261	10.13291	12.58805	9.20576	9.29021	12.22891	14.83306	53.96552	0.00401	52.60721	21.46214	41.57948	77.65595	45.47734	93.08231	74.76816	41.49264	30.38025	44.44800	79.71112
2018-05-07 11:13:00	8630330696303481180	1.00000	11.39868	11.53815	10.15562	16.13403	8.17627	9.69505	6.59082	43.16200	0.01578	57.39572	48.67521	66.01780	67.43523	47.39681	49.84437	47.11431	54.07040	16.02809	98.60545	40.69760
2018-05-07 11:14:00	3590433799317661321	1.00000	13.40070	13.42688	8.11183	13.30164	9.80654	12.36512	6.46412	58.78591	0.10323	31.79114	47.29138	53.83833	66.63262	4.29477	99.51375	77.16495	83.81229	55.13580	69.68446	54.55787
2018-05-07 11:15:00	359043379931766700	1.00000	11.84497	11.83330	11.48120	9.43710	6.97398	9.00628	6.43064	66.72938	0.02110	65.02496	56.10311	27.04652	44.16928	77.05796	57.13273	0.80281	28.75236	78.21613	4.68322	61.10118
2018-05-07 11:16:00	8630330696303481511	1.00000	13.00431	14.21599	8.47650	7.32838	6.88285	12.51835	11.82390	56.73694	0.22703	51.33861	32.35596	57.03526	42.02155	62.84347	72.69472	37.02499	64.45372	47.69335	64.35621	67.33372
2018-05-07 11:17:00	863033069630348982	0.00000	9.31383	9.30974	15.41751	8.16444	9.22050	14.03876	12.02102	37.39072	0.00188	51.72222	53.71246	63.49906	74.70126	58.60423	34.42198	19.04996	78.10138	33.01430	56.37362	9.28366
2018-05-07 11:18:00	863033069630348271	1.00000	10.91520	12.16687	6.77346	12.52216	8.33154	9.71475	3.54068	46.39612	0.02943	49.18358	41.16183	46.02877	60.86527	33.89635	3.81766	28.08811	47.72712	8.95584	23.84754	54.95812
2018-05-07 11:19:00	8630330696303481081	1.00000	12.74164	15.66166	10.47931	9.78436	8.48972	7.89097	7.30334	47.41949	0.96334	65.31484	65.94878	37.26450	38.81810	47.52266	84.65246	10.51264	22.86992	57.80457	20.87220	43.36875
2018-05-07 11:20:00	863033069630348420	1.00000	11.47153	12.04385	4.84911	10.03711	7.78739	7.42935	3.84777	51.34540	0.02600	38.95225	30.80530	52.98363	45.58985	61.03937	15.85703	59.71453	65.68035	23.99312	6.17310	86.78998
2018-05-07 11:21:00	8630330696303482048	1.00000	10.31745	9.05918	6.11767	4.00533	5.60038	8.59059	10.38497	48.52311	0.00150	52.97219	38.03782	54.93965	63.12629	92.54138	6.00924	85.21827	51.43153	33.26917	7.18566	63.67708
2018-05-07 11:22:00	8630330696303481198	1.00000	9.44515	7.20923	13.05407	7.71309	6.22322	10.99057	10.69375	33.18152	0.00042	51.05606	47.41527	21.54431	52.51713	64.42833	67.28939	50.56065	30.77266	37.35364	95.61494	14.32334
2018-05-07 11:23:00	8630330696303482295	1.00000	8.49010	9.49009	13.06387	7.15830	11.36933	11.96361	12.63931	48.26461	0.00219	52.58858	27.93089	18.26872	62.99670	3.95825	11.29749	0.73322	69.15000	29.18778	84.70541	40.53711
2018-05-07 11:24:00	8630330696303482063	0.00000	9.65226	8.55226	12.26231	9.13154	10.82628	10.20084	12.43270	56.43489	0.00099	58.40901	56.16673	58.66257	48.23740	75.33017	75.46374	99.80573	97.09785	16.34516	67.43337	55.18223
2018-05-07 11:25:00	3590433799317661321	0.00000	9.79005	8.77989	13.36733	6.33537	13.71587	13.41696	10.49484	41.84621	0.00115	63.67992	64.93887	53.68560	53.83523	64.66890	5.87931	16.13215	18.42233	0.81827	42.27270	10.10675
2018-05-07 11:26:00	359043379931766742	0.00000	8.96663	9.58345	12.66323	7.69391	15.41702	13.93525	10.28860	45.62379	0.00242	38.92933	54.30068	50.04585	44.46171	71.77589	91.04459	81.54853	41.27437	28.54664	28.24835	44.13334
2018-05-07 11:27:00	3590433799317661305	1.00000	9.70742	13.38474	12.41469	7.59685	8.67896	15.63622	12.06552	58.18602	0.09901	44.52181	33.64834	55.58623	27.98464	26.91733	11.42707	54.77775	65.96389	66.54457	43.29200	24.14223
2018-05-07 11:28:00	8630330696303481438	0.00000	9.63902	12.45230	9.91501	8.12392	6.79209	10.57474	9.55821	52.26463	0.03901	60.43133	22.10718	64.00149	49.99986	63.57071	54.04781	89.83992	0.43261	34.97125	82.28365	81.72472
2018-05-07 11:29:00	3590433799317661305	1.00000	8.99520	8.79110	8.20929	13.88261	7.98775	9.23117	4.86167	42.93691	0.00125	52.08490	44.68933	49.38479	48.93066	3.22930	84.87032	31.17228	51.13868	8.50893	5.42735	60.62905
2018-05-07 11:30:00	8630330696303481495	1.00000	13.49535	8.43125	7.74330	11.37545	10.02382	7.70255	11.73128	50.22095	0.00097	43.25897	42.52613	45.04588	52.48038	1.03164	24.43870	12.12600	23.59170	79.24605	43.84738	1.07059
2018-05-07 11:31:00	863033069630348180	1.00000	12.02455	14.13301	14.14138	11.75837	6.49562	9.68020	9.37630	59.46275	0.20908	43.75343	37.29288	18.48466	55.74843	28.61589	22.78410	81.89980	71.09454	98.77738	98.07611	49.37928
2018-05-07 11:32:00	3590433799317662170	1.00000	9.77129	12.25990	12.81169	5.44098	10.40978	12.52190	14.09231	62.77940	0.03229	37.59645	53.10719	46.83837	60.29539	77.66058	25.35309	39.88649	8.24307	90.64752	58.39492	70.35278
2018-05-07 11:33:00	359043379931766684	1.00000	10.58700	10.31981	9.51921	7.20522	6.89827	9.42742	11.66445	70.83397	0.00474	52.01324	39.50364	38.04776	51.05015	48.83726	22.22365	2.68256	2.48511	23.46767	59.60822	9.50175
2018-05-07 11:34:00	359043379931766502	0.00000	6.95592	6.55699	10.19558	8.95911	10.43364	13.52662	10.80176	49.44270	0.00029	66.77715	57.93070	39.87885	51.28674	49.84227	30.90184	37.47564	51.82242	58.11860	92.83117	78.53290
2018-05-07 11:35:00	359043379931766213	0.00000	16.80727	8.96832	9.77910	9.09391	12.08968	10.89599	6.31515	47.94777	0.00145	63.88909	38.69522	30.35946	50.17802	47.14424	24.12289	55.93150	36.40746	69.05951	17.37102	62.89396
2018-05-07 11:36:00	863033069630348842	0.00000	11.51654	7.50474	12.16592	5.68946	10.92424	12.20925	10.19022	66.26861	0.00043	48.04431	46.24216	53.22660	41.81843	95.24239	62.64917	79.92015	30.31774	42.30769	25.02497	27.18160
2018-05-07 11:37:00	3590433799317662246	1.00000	12.62187	10.38931	8.96442	14.63625	8.95491	9.07696	11.92575	57.01725	0.00510	54.49951	61.45037	46.67966	37.94664	2.75018	3.99682	19.40861	59.50813	49.78316	98.71935	13.96961
2018-05-07 11:38:00	8630330696303481230	0.00000	10.49907	11.44480	12.17924	7.86075	8.95380	13.59513	13.72858	46.20817	0.01434	36.14054	53.55167	36.32856	39.88929	14.29932	75.09107	31.35329	91.79144	49.16606	32.14966	80.95053
2018-05-07 11:39:00	359043379931766601	0.00000	9.98745	6.43890	11.80545	9.52834	13.74862	12.83484	5.25367	44.41019	0.00025	41.05772	52.15442	50.72582	76.68180	22.56343	67.70887	83.35810	74.20406	57.30006	64.54576	44.71199
2018-05-07 11:40:00	8630330696303481974	1.00000	12.52544	17.31548	13.44095	10.42545	9.57148	12.04936	10.47293	46.09179	5.03422	72.98742	37.46318	67.16634	43.80928	53.81882	99.12521	65.08075	82.83689	50.29504	64.61972	56.17187
2018-05-07 11:41:00	8630330696303481511	1.00000	12.57701	9.43673	8.33229	12.40673	8.76314	11.06127	11.59158	76.25859	0.00221	50.02037	46.11496	47.04453	63.98047	45.16839	2.07456	96.70669	29.63592	25.64717	97.57242	38.95876
2018-05-07 11:42:00	8630330696303481636	1.00000	15.32754	13.97409	9.01196	5.81360	11.02955	7.21923	10.26074	41.72384	0.17845	68.29217	47.20964	52.64540	23.99362	37.70670	97.44365	88.01334	44.55281	19.25002	50.20371	47.02460
2018-05-07 11:43:00	8630330696303481537	0.00000	9.45810	11.62279	9.70580	15.11955	6.78137	7.07264	5.70208	55.94010	0.01712	52.26421	44.85108	67.98447	21.49367	35.89032	51.99420	66.56879	15.16166	88.62442	5.23519	66.52082
2018-05-07 11:44:00	3590433799317661206	1.00000	10.55892	13.60515	7.25320	12.83733	6.18445	6.75639	5.41801	57.37674	0.12343	41.19790	59.85103	57.27927	47.20738	40.35689	49.22191	76.50878	66.25526	15.46758	71.34178	32.70204
2018-05-07 11:45:00	3590433799317661263	1.00000	18.10038	13.68802	12.45379	7.89763	7.94864	11.60151	13.71922	64.89041	0.13395	57.53334	32.24489	24.56027	58.44898	66.67924	23.15902	8.33070	62.25031	40.05264	50.96603	85.60257
2018-05-07 11:46:00	8630330696303482378	0.00000	7.60115	5.56587	15.19801	7.57994	12.77186	10.71760	14.88162	44.76535	0.00023	47.11043	46.63944	45.73673	33.50745	16.57916	99.22519	14.34305	44.07601	28.45013	30.23103	24.68851
2018-05-07 11:47:00	863033069630348685	0.00000	8.69333	7.86312	13.73069	6.98519	9.34708	8.64089	13.46609	42.88984	0.00066	66.21484	56.15479	57.11345	67.30874	39.86136	96.37230	79.34431	81.24238	74.16863	11.10818	70.60450
2018-05-07 11:48:00	8630330696303481974	0.00000	10.21961	9.51375	11.88018	11.53070	14.56012	12.75498	10.20517	41.79243	0.00233	35.84995	22.68204	54.80541	78.02921	79.24441	38.95007	34.81670	35.87826	58.91228	62.90024	30.14422
2018-05-07 11:49:00	3590433799317661461	1.00000	11.28364	13.58028	12.44036	12.32739	9.78705	7.19446	7.54916	54.29776	0.12025	55.02617	44.64042	37.56545	49.85330	14.45597	68.69202	62.85910	98.40146	29.71482	95.52569	64.77590
2018-05-07 11:50:00	863033069630348115	1.00000	11.82819	14.22768	10.98528	8.80873	7.36879	11.32813	10.13170	53.35100	0.22978	48.55190	42.53949	40.38984	65.89487	78.72224	71.44758	78.39046	21.58165	75.16464	38.36775	48.74574
2018-05-07 11:51:00	3590433799317661396	1.00000	14.33657	10.57792	4.42075	13.98730	6.87901	9.35580	10.72873	44.48098	0.00613	44.02191	38.48850	27.43136	50.07717	8.10761	63.84672	2.06611	8.82944	10.85070	58.52756	65.39957
2018-05-07 11:52:00	359043379931766627	1.00000	13.63745	6.54975	13.32368	6.89037	11.99891	12.19429	9.79253	61.46824	0.00033	46.46651	46.13157	48.45631	28.79285	90.21600	42.41633	15.24717	38.10248	91.45198	59.47939	97.68536
2018-05-07 11:53:00	863033069630348768	1.00000	11.80317	14.41273	11.00508	7.45541	8.73405	12.05324	10.70550	69.35613	0.27651	36.39738	60.56757	59.61954	70.48418	92.59962	42.02466	29.52466	99.09226	85.31504	16.06389	38.18825
2018-05-07 11:54:00	8630330696303482329	1.00000	11.93126	11.74168	11.12182	7.38030	9.35183	10.88959	13.34816	48.08709	0.01928	60.11495	26.99974	51.05233	45.29096	75.04054	77.61937	88.75261	97.18310	23.70095	63.07555	9.23868
2018-05-07 11:55:00	8630330696303481313	1.00000	12.21879	12.69679	9.25488	9.07145	6.25259	9.24466	11.87453	26.08770	0.04978	62.48195	45.67774	39.85133	56.09624	22.04284	39.44887	31.59519	15.32558	83.64192	43.55918	88.83389
2018-05-07 11:56:00	3590433799317661974	0.00000	9.71047	12.64789	10.53470	12.67661	6.85614	7.38867	11.46639	52.29931	0.04743	61.05252	45.25421	16.70135	54.18825	88.65878	32.26813	91.48567	93.49792	3.69224	14.82986	85.65832
2018-05-07 11:57:00	863033069630348347	1.00000	8.58032	12.44216	10.05450	4.48184	7.59667	11.83080	14.63159	65.01609	0.03877	31.57825	74.83852	73.06406	43.43254	9.39986	92.90751	49.62850	67.54623	59.41969	86.05482	19.99456
2018-05-07 11:58:00	3590433799317661263	0.00000	7.01169	9.37980	8.31650	5.74929	13.47500	14.03997	8.11500	62.72338	0.00197	57.32014	48.99446	34.90763	41.84329	34.80097	2.70863	95.67355	19.36576	27.53322	13.07781	52.51976
2018-05-07 11:59:00	359043379931766197	1.00000	12.92436	8.99623	7.63331	4.75877	6.30954	10.15557	13.66904	31.33843	0.00145	41.96868	31.91417	38.73486	49.49219	23.51760	61.32023	39.75143	12.14300	75.62639	64.68012	89.71434
2018-05-07 12:00:00	863033069630348792	1.00000	10.74212	12.06548	10.07751	8.03053	6.67995	10.74494	9.76517	41.58029	0.02655	74.21922	61.83473	38.75268	23.77729	69.65063	94.58419	77.41957	28.17637	4.36935	52.50506	50.71971
2018-05-07 12:01:00	8630330696303481057	0.00000	11.72082	8.36848	13.10964	8.72110	12.99053	12.21527	8.85960	74.58290	0.00086	54.66765	40.72193	36.73115	24.05868	87.32138	63.07958	44.81566	7.63771	66.06331	57.79377	13.56069
2018-05-07 12:02:00	359043379931766015	0.00000	8.93891	8.78776	10.84270	7.85427	13.08017	10.56620	11.43071	64.02908	0.00115	47.93060	29.00234	47.25544	55.23085	97.37259	21.32535	82.54203	50.92464	36.71701	48.93793	10.84793
2018-05-07 12:03:00	3590433799317661313	0.00000	10.00404	7.34998	12.01515	9.57255	11.09548	10.65382	11.34742	57.51970	0.00039	32.60080	37.11730	33.87071	59.30757	84.68991	45.65566	68.54524	12.58217	72.33106	37.56737	65.27447
2018-05-07 12:04:00	3590433799317661420	1.00000	11.10646	10.97304	13.42076	7.72086	9.59907	12.66017	10.45412	77.18606	0.00910	53.04760	64.71229	44.31067	49.89484	45.52227	17.78641	76.42378	78.13505	18.62736	22.23603	61.10106
2018-05-07 12:05:00	8630330696303481636	0.00000	15.77213	8.17522	12.46549	4.10579	10.59682	16.50653	10.93686	83.95384	0.00067	26.07489	54.45914	32.42822	60.11141	97.71047	41.15299	1.62639	25.62555	55.00911	52.05479	20.85943
2018-05-07 12:06:00	3590433799317661727	0.00000	10.68199	9.26981	12.57106	9.49379	11.43132	16.19346	13.25115	52.11480	0.00183	57.17395	54.67695	39.33917	59.16038	44.68446	83.33605	32.11655	94.88816	48.80989	92.76594	26.23337
2018-05-07 12:07:00	359043379931766791	1.00000	10.65712	10.29145	9.98938	8.27146	6.75530	10.36527	12.75114	71.40188	0.00463	52.61464	45.94263	57.29613	86.91416	15.44389	38.24750	73.39722	70.76010	51.93535	86.53124	57.28284
2018-05-07 12:08:00	8630330696303481032	1.00000	16.31859	12.30824	10.67601	14.10779	11.14413	8.02647	9.97371	63.99064	0.03392	47.79409	38.73104	37.45775	57.03181	1.31480	6.09602	87.79104	76.09858	91.23087	83.43465	38.13145
2018-05-07 12:09:00	8630330696303481511	1.00000	14.89458	11.56718	13.12900	10.40485	9.35494	10.96116	11.08591	45.73800	0.01619	66.30555	67.60943	19.82956	56.38942	40.66010	75.86477	9.17302	53.88728	87.68247	57.50437	6.91438
2018-05-07 12:10:00	8630330696303481321	0.00000	9.74781	11.84832	12.66561	8.73623	15.63832	11.37011	11.51639	68.25804	0.02146	30.36172	40.36105	65.17930	44.37598	30.58921	37.62687	20.80892	30.13493	37.57315	91.77479	0.83460
2018-05-07 12:11:00	863033069630348891	0.00000	8.94693	9.98439	11.80813	7.81959	16.22927	10.86934	10.14687	74.93108	0.00366	14.54507	25.25082	49.27679	45.72538	19.27338	84.46392	19.05499	28.44904	48.98403	66.12528	16.92966
2018-05-07 12:12:00	8630330696303482493	1.00000	8.33668	6.86934	5.51543	15.99721	5.30701	8.40725	9.74370	42.95021	0.00039	51.60913	56.02389	49.75752	57.03598	79.61417	88.45533	74.93820	66.88274	72.13962	96.25398	71.66812
2018-05-07 12:13:00	863033069630348792	0.00000	11.23063	9.49217	15.16487	10.11158	12.90092	11.93856	10.90451	42.71314	0.00224	32.48224	30.76533	42.23980	39.93580	77.32327	78.43199	69.91368	90.99559	37.91775	77.76350	93.68394
2018-05-07 12:14:00	3590433799317661800	0.00000	9.09927	5.43516	12.96026	8.41770	11.79098	12.53858	11.46952	41.35935	0.00014	46.06954	34.08215	39.70157	76.94376	53.02162	42.14281	82.08139	77.24102	34.76270	88.82738	14.60142
2018-05-07 12:15:00	863033069630348602	1.00000	10.41056	13.73372	8.01352	13.63162	5.37711	8.12120	8.07018	35.90727	0.14031	61.99034	50.94095	69.01751	46.49334	89.97776	40.34080	21.50598	27.15102	8.95099	94.69541	59.46399
2018-05-07 12:16:00	8630330696303481602	1.00000	11.18173	11.52823	9.61660	10.09540	9.58544	8.26787	9.14259	63.38296	0.01567	38.51650	48.14956	42.09295	49.10000	39.35711	98.00262	90.61451	2.07281	26.94547	39.21247	11.32037
2018-05-07 12:17:00	8630330696303481545	1.00000	10.04583	13.88926	10.07648	8.72105	7.83939	14.88848	9.91900	55.08822	0.16382	45.78294	43.01174	28.95040	67.50288	66.38747	18.05187	27.69324	40.26494	99.58988	41.18806	79.51211
2018-05-07 12:18:00	863033069630348487	1.00000	11.56379	15.08894	13.62453	11.84822	7.00853	11.49134	10.18681	54.89064	0.54345	54.02304	45.66702	43.45713	42.58510	90.09744	41.68710	33.27671	61.08309	66.05109	70.17234	18.90364
2018-05-07 12:19:00	3590433799317661255	1.00000	11.22807	10.60791	8.68754	12.26218	9.68371	9.64899	6.64595	70.11769	0.00632	45.67285	49.26169	50.72296	50.33316	72.58272	18.96629	68.79616	16.28433	8.49271	41.40923	2.35778
2018-05-07 12:20:00	8630330696303481602	1.00000	13.58743	11.94675	14.66232	9.12086	10.15519	14.80621	13.07757	35.77654	0.02356	54.55306	31.50589	49.02827	51.90565	74.04057	71.52730	38.11003	83.53007	66.12176	70.22746	9.21136
2018-05-07 12:21:00	863033069630348099	1.00000	10.56508	12.50236	9.53818	11.11614	8.77709	8.57029	9.32304	42.28299	0.04110	48.52696	53.50067	60.22277	43.79143	96.80638	93.76126	44.40884	32.16514	48.57475	1.55774	1.45299
2018-05-07 12:22:00	359043379931766395	1.00000	12.27074	11.43836	6.50722	13.29081	6.98172	9.42899	5.05838	35.51291	0.01442	60.97772	74.50759	53.42399	39.67887	46.12797	63.68346	4.28351	99.46860	90.05493	10.62276	17.30909
2018-05-07 12:23:00	8630330696303482071	0.00000	2.13010	8.25453	9.39605	3.59448	11.04625	16.26789	13.40113	40.94601	0.00078	35.28417	33.32868	45.77779	47.11418	29.36256	27.88415	98.20065	57.41035	28.49792	42.26644	78.30129
2018-05-07 12:24:00	359043379931766890	0.00000	13.84538	9.90921	13.36295	10.95938	9.03859	13.44386	8.31212	44.94792	0.00326	58.85313	38.13193	52.47547	73.67547	59.72689	67.52908	28.04304	28.77607	30.69790	76.09383	5.11128
2018-05-07 12:25:00	863033069630348263	1.00000	12.51220	12.25458	8.55646	12.09220	7.97755	10.20060	8.25837	53.27074	0.03223	60.99269	32.13764	52.72112	49.36004	28.27402	24.38702	45.10138	41.46048	60.15367	53.23493	64.29505
2018-05-07 12:26:00	863033069630348867	1.00000	13.05212	14.02379	12.40698	8.39652	9.34207	13.19709	13.60466	61.98459	0.18737	63.65961	53.31386	56.61472	44.82179	94.37414	12.68540	19.39758	46.77789	54.21487	67.46316	93.09217
2018-05-07 12:27:00	8630330696303481941	1.00000	13.92055	10.41295	7.27008	16.88380	8.05543	10.46954	6.80636	50.53766	0.00517	41.13176	40.99154	49.33656	49.81675	54.42489	80.56928	86.44969	63.42224	19.43804	74.74410	60.72639
2018-05-07 12:28:00	8630330696303482378	1.00000	9.95255	7.72484	10.48087	7.15383	5.72028	11.58607	12.07356	60.79514	0.00060	64.18152	40.99245	50.54119	57.56996	31.09492	57.78195	84.26883	27.15291	23.60464	39.30649	19.08026
2018-05-07 12:29:00	3590433799317661172	1.00000	10.80235	16.79555	13.67892	9.68835	8.78721	15.95699	11.79328	60.72809	2.99306	42.44384	41.71395	40.21595	55.80470	29.19841	5.46656	90.05163	21.46785	83.79620	64.45532	38.50550
2018-05-07 12:30:00	8630330696303481289	1.00000	15.65622	11.33683	5.54692	11.59011	10.52960	9.87395	9.88782	45.12709	0.01296	55.12094	23.80703	36.45173	50.38816	36.04193	96.42132	30.12633	28.22536	95.76162	79.98515	61.42380
2018-05-07 12:31:00	359043379931766510	1.00000	15.38928	14.85445	12.27791	8.47398	9.76289	12.20331	11.16153	63.18287	0.42990	57.27975	31.60655	35.91231	61.46174	24.87272	61.22234	81.87194	62.66097	41.40917	67.05432	79.16643
2018-05-07 12:32:00	3590433799317661842	1.00000	13.78986	12.82814	14.51087	10.22033	11.10632	9.32141	9.58073	74.69387	0.05689	72.12635	44.80063	70.90279	62.25542	58.24443	92.23121	75.22208	75.61068	55.12947	51.51026	32.83739
2018-05-07 12:33:00	3590433799317661073	0.00000	13.80193	5.60420	14.53434	6.75539	13.77158	14.02650	5.77608	45.07332	0.00028	43.40718	39.16903	36.41968	45.65854	5.75856	17.57132	40.77170	16.05682	15.92406	18.36006	78.21208
2018-05-07 12:34:00	863033069630348834	0.00000	9.19624	9.59368	12.05267	8.30981	14.56720	11.22794	12.28304	72.21233	0.00249	46.36284	56.81317	18.16118	24.04638	52.93945	73.79914	92.41811	84.39447	93.09159	39.12642	41.58224
2018-05-07 12:35:00	359043379931766213	0.00000	13.52318	4.73527	11.48110	4.91701	12.06700	10.51108	3.69469	43.79384	0.00031	43.98656	38.80768	64.92071	80.92766	88.59096	29.11003	91.09117	82.85286	74.11043	49.71712	26.19888
2018-05-07 12:36:00	3590433799317661594	1.00000	14.48016	14.22104	11.66601	5.26386	13.09915	15.21808	13.79019	45.54572	0.22810	51.77646	23.50261	46.47640	59.81404	52.58237	2.48284	8.95548	46.51015	39.89585	4.19447	17.85867
2018-05-07 12:37:00	3590433799317661131	1.00000	10.25002	14.08474	8.10775	8.83119	6.47963	7.49102	6.43441	53.68143	0.19913	78.49169	47.37464	55.60982	67.05392	22.16501	79.67294	66.17889	0.28761	61.72623	88.43503	36.99755
